Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000263608	ENSG00000263608.2	30751038	30751289	6	RN7SL353P
ENSG00000266151	ENSG00000266151.1	44408120	44408203	20	MIR3646
ENSG00000241964	ENSG00000241964.3	63234634	63234911	8	RN7SL135P
ENSG00000283414	ENSG00000283414.1	43716467	43716556	1	U6
ENSG00000284368	ENSG00000284368.1	64501214	64501313	17	MIR5047
ENSG00000240173	ENSG00000240173.3	140645829	140646126	7	RN7SL771P
ENSG00000277872	ENSG00000277872.1	25455646	25455711	22	MIR6817
ENSG00000241943	ENSG00000241943.2	16576851	16577135	11	RN7SL188P
ENSG00000277903	ENSG00000277903.1	43271369	43271559	17	U2
ENSG00000241229	ENSG00000241229.3	44007248	44007537	20	RN7SL443P
ENSG00000252887	ENSG00000252887.1	89443318	89443424	16	RNU6-430P
ENSG00000265595	ENSG00000265595.1	54068408	54068485	20	MIR4756
ENSG00000251998	ENSG00000251998.1	163796065	163796165	5	RNU6-168P
ENSG00000283498	ENSG00000283498.1	118974586	118974670	5	MIR1244-2
ENSG00000275696	ENSG00000275696.1	186629936	186630211	3	Metazoa_SRP
ENSG00000277379	ENSG00000277379.1	8388362	8388453	21	MIR6724-3
ENSG00000201618	ENSG00000201618.1	53909054	53909161	X	RNA5SP505
ENSG00000201830	ENSG00000201830.1	97915690	97915796	9	Y_RNA
ENSG00000266245	ENSG00000266245.1	170330761	170330844	6	MIR4644
ENSG00000264757	ENSG00000264757.1	17764180	17764259	22	MIR3198-1
ENSG00000222592	ENSG00000222592.1	39399149	39399248	4	RNU6-887P
ENSG00000251730	ENSG00000251730.1	183454128	183454262	3	AC092960.1
ENSG00000200478	ENSG00000200478.1	25245478	25245559	15	SNORD115-41
ENSG00000278151	ENSG00000278151.1	88710147	88710265	4	AC108065.2
ENSG00000283871	ENSG00000283871.1	21653304	21653385	22	MIR130B
ENSG00000265214	ENSG00000265214.1	63621090	63621169	7	MIR4283-2
ENSG00000252269	ENSG00000252269.1	132995190	132995302	12	RNU4ATAC12P
ENSG00000251942	ENSG00000251942.1	53470447	53470629	2	AC069157.2
ENSG00000252542	ENSG00000252542.1	133350847	133350912	9	SNORD36C
ENSG00000238854	ENSG00000238854.1	141447475	141447549	8	AC100803.1
ENSG00000251792	ENSG00000251792.1	50086982	50087083	14	Y_RNA
ENSG00000283829	ENSG00000283829.1	41923222	41923297	22	MIR378I
ENSG00000199814	ENSG00000199814.1	14850429	14850535	9	RNU6-1260P
ENSG00000265160	ENSG00000265160.1	172662165	172662263	5	MIR5003
ENSG00000252409	ENSG00000252409.1	41687868	41688033	3	AC099537.1
ENSG00000206888	ENSG00000206888.1	27325219	27325325	1	RNU6-48P
ENSG00000238426	ENSG00000238426.1	41316488	41316589	X	Y_RNA
ENSG00000264251	ENSG00000264251.2	44718861	44719130	17	RN7SL819P
ENSG00000277717	ENSG00000277717.1	86481028	86481130	X	U6
ENSG00000284370	ENSG00000284370.1	30890883	30890972	6	MIR4640
ENSG00000239079	ENSG00000239079.1	122726208	122726311	11	AP002762.1
ENSG00000241785	ENSG00000241785.3	54255627	54255910	12	RN7SL390P
ENSG00000264036	ENSG00000264036.2	12328132	12328389	10	RN7SL198P
ENSG00000278099	ENSG00000278099.1	144551779	144551943	1	U1
ENSG00000212625	ENSG00000212625.1	60736769	60736886	15	RNA5SP397
ENSG00000199577	ENSG00000199577.1	20268965	20269070	3	RNU6-822P
ENSG00000284064	ENSG00000284064.1	33290245	33290325	6	MIR6834
ENSG00000276890	ENSG00000276890.1	72926955	72927237	3	Metazoa_SRP
ENSG00000252383	ENSG00000252383.1	16098704	16098807	17	RNU6-314P
ENSG00000201273	ENSG00000201273.1	22010985	22011088	1	RNU6-776P
ENSG00000241588	ENSG00000241588.3	99791209	99791410	15	RN7SL484P
ENSG00000252033	ENSG00000252033.1	78579255	78579356	11	RNU6-311P
ENSG00000272230	ENSG00000272230.1	114653345	114653455	7	MIR3666
ENSG00000212360	ENSG00000212360.1	61852499	61852602	1	RNU6-1177P
ENSG00000242985	ENSG00000242985.3	8471831	8472128	18	RN7SL50P
ENSG00000265660	ENSG00000265660.1	143733083	143733153	8	MIR4664
ENSG00000264592	ENSG00000264592.2	36191915	36192170	1	RN7SL131P
ENSG00000252449	ENSG00000252449.1	62814382	62814491	3	RNU6-139P
ENSG00000252185	ENSG00000252185.1	126755316	126755417	5	RNU6-752P
ENSG00000252745	ENSG00000252745.1	142591677	142591791	3	RNA5SP143
ENSG00000207303	ENSG00000207303.1	216351403	216351504	2	Y_RNA
ENSG00000200786	ENSG00000200786.1	79654109	79654227	7	RNA5SP234
ENSG00000283751	ENSG00000283751.1	151959628	151959712	X	MIR452
ENSG00000252400	ENSG00000252400.1	51522864	51522967	14	RNU6-1291P
ENSG00000284011	ENSG00000284011.1	66251082	66251157	12	MIR6502
ENSG00000251746	ENSG00000251746.1	177138699	177138797	2	RNA5SP112
ENSG00000206788	ENSG00000206788.1	178038902	178039004	2	RNU6-629P
ENSG00000251994	ENSG00000251994.1	9518119	9518260	18	RNU2-27P
ENSG00000201610	ENSG00000201610.1	11517397	11517503	2	RNA5SP84
ENSG00000200243	ENSG00000200243.1	6848127	6848462	5	RN7SKP79
ENSG00000283249	ENSG00000283249.1	65843484	65843558	15	U6
ENSG00000200424	ENSG00000200424.1	58744251	58744357	16	RNU6-1155P
ENSG00000276027	ENSG00000276027.1	42615244	42615393	22	RNU12
ENSG00000222795	ENSG00000222795.1	100831728	100831860	8	RNU4-83P
ENSG00000244236	ENSG00000244236.3	69516751	69517046	2	RN7SL604P
ENSG00000201331	ENSG00000201331.1	25211796	25211877	15	SNORD115-23
ENSG00000207052	ENSG00000207052.1	32309662	32309768	5	RNU6-378P
ENSG00000222791	ENSG00000222791.1	83298071	83298167	13	RNU6-67P
ENSG00000207235	ENSG00000207235.1	59260748	59260846	17	Y_RNA
ENSG00000276956	ENSG00000276956.1	110360452	110360746	12	RN7SL769P
ENSG00000242121	ENSG00000242121.3	182314284	182314544	2	RN7SL267P
ENSG00000252930	ENSG00000252930.1	112919132	112919230	X	RNU6-1015P
ENSG00000206715	ENSG00000206715.1	87488445	87488552	6	RNU6-444P
ENSG00000253051	ENSG00000253051.1	45336314	45336447	13	AL138963.2
ENSG00000241487	ENSG00000241487.3	73040619	73040914	14	RN7SL586P
ENSG00000201778	ENSG00000201778.1	157153548	157153640	3	Y_RNA
ENSG00000206906	ENSG00000206906.1	18343038	18343144	14	RNU6-458P
ENSG00000274467	ENSG00000274467.1	20290174	20290289	8	RNA5SP257
ENSG00000201247	ENSG00000201247.1	100969879	100969952	14	SNORD114-13
ENSG00000201451	ENSG00000201451.1	133337728	133337824	9	Y_RNA
ENSG00000199633	ENSG00000199633.1	78091172	78091297	15	SNORA63
ENSG00000200283	ENSG00000200283.1	28972414	28972521	2	Y_RNA
ENSG00000253015	ENSG00000253015.1	139333038	139333365	5	RN7SKP64
ENSG00000207089	ENSG00000207089.1	68735922	68736028	14	RNU6-921P
ENSG00000252329	ENSG00000252329.1	12904817	12904988	11	AC013549.2
ENSG00000252828	ENSG00000252828.1	68882967	68883091	3	RNA5SP135
ENSG00000273566	ENSG00000273566.1	21455236	21455515	10	Metazoa_SRP
ENSG00000200632	ENSG00000200632.1	100941126	100941202	14	SNORD113-7
ENSG00000212454	ENSG00000212454.1	73750972	73751077	9	RNA5SP286
ENSG00000252574	ENSG00000252574.2	109184934	109185001	10	RNU5B-6P
ENSG00000206721	ENSG00000206721.1	120210320	120210421	3	Y_RNA
ENSG00000222987	ENSG00000222987.1	102302504	102302810	5	RN7SKP68
ENSG00000239607	ENSG00000239607.3	75041740	75042015	17	RN7SL573P
ENSG00000199551	ENSG00000199551.1	12226674	12226777	12	RNU6-545P
ENSG00000242066	ENSG00000242066.3	77916718	77916982	15	RN7SL214P
ENSG00000199285	ENSG00000199285.1	38987281	38987383	14	Y_RNA
ENSG00000239030	ENSG00000239030.1	94712409	94712511	7	RNU6-956P
ENSG00000275291	ENSG00000275291.1	144523860	144524021	1	U1
ENSG00000265319	ENSG00000265319.2	33034655	33034924	10	RN7SL847P
ENSG00000221507	ENSG00000221507.1	144451681	144451817	7	RNU6ATAC40P
ENSG00000208308	ENSG00000208308.1	135136628	135136755	2	SNORA40B
ENSG00000200152	ENSG00000200152.1	74968189	74968292	11	RNU6-216P
ENSG00000200208	ENSG00000200208.1	23457584	23457685	20	Y_RNA
ENSG00000252516	ENSG00000252516.1	247204570	247204661	1	RNA5SP82
ENSG00000201683	ENSG00000201683.1	20500175	20500276	6	Y_RNA
ENSG00000202406	ENSG00000202406.1	112288623	112288952	7	RN7SKP187
ENSG00000286094	ENSG00000286094.1	716808	766919	5	AC026740.3
ENSG00000239080	ENSG00000239080.1	136134317	136134420	X	AL807743.1
ENSG00000212525	ENSG00000212525.1	108252401	108252507	6	RNA5SP212
ENSG00000207086	ENSG00000207086.1	9615267	9615373	2	Y_RNA
ENSG00000275337	ENSG00000275337.1	39349094	39349392	20	RN7SL680P
ENSG00000252321	ENSG00000252321.1	85820435	85820612	2	RN7SKP83
ENSG00000264379	ENSG00000264379.1	21524307	21524382	9	SNORD39
ENSG00000202313	ENSG00000202313.1	11503509	11503671	6	RNU1-64P
ENSG00000201569	ENSG00000201569.1	100974806	100974880	14	SNORD114-17
ENSG00000238365	ENSG00000238365.3	154338743	154338802	1	RNU7-57P
ENSG00000222412	ENSG00000222412.1	31756042	31756136	10	Y_RNA
ENSG00000200220	ENSG00000200220.1	154039916	154040022	1	RNU6-179P
ENSG00000201766	ENSG00000201766.1	14663395	14663494	10	RNA5SP302
ENSG00000278020	ENSG00000278020.1	27188816	27188994	7	AC004080.13
ENSG00000251864	ENSG00000251864.1	36672838	36672944	6	Y_RNA
ENSG00000239888	ENSG00000239888.3	15408384	15408688	17	RN7SL792P
ENSG00000199385	ENSG00000199385.1	44390722	44390823	1	RNU6-369P
ENSG00000201728	ENSG00000201728.1	23380896	23381012	20	RNA5SP479
ENSG00000273975	ENSG00000273975.1	201097744	201098091	2	Metazoa_SRP
ENSG00000207181	ENSG00000207181.1	235127803	235127937	1	SNORA14B
ENSG00000200750	ENSG00000200750.1	21724119	21724229	18	Y_RNA
ENSG00000277948	ENSG00000277948.1	175092401	175092587	2	AC007435.2
ENSG00000251888	ENSG00000251888.1	82192505	82192790	16	RN7SKP190
ENSG00000223181	ENSG00000223181.1	758233	758336	1	RNU6-1199P
ENSG00000201684	ENSG00000201684.1	67362414	67362708	11	RN7SKP239
ENSG00000200528	ENSG00000200528.1	53914719	53914824	8	RNU6-1331P
ENSG00000200757	ENSG00000200757.1	25199448	25199529	15	SNORD115-16
ENSG00000202099	ENSG00000202099.1	238412642	238412745	2	RNU6-234P
ENSG00000199677	ENSG00000199677.1	132993099	132993200	5	Y_RNA
ENSG00000252145	ENSG00000252145.1	68102068	68102132	X	RNU6-1225P
ENSG00000252091	ENSG00000252091.1	56667430	56667531	20	RNU6-1146P
ENSG00000278700	ENSG00000278700.1	4658851	4659151	16	Metazoa_SRP
ENSG00000274186	ENSG00000274186.1	46648948	46649276	10	RN7SL248P
ENSG00000206779	ENSG00000206779.1	28422555	28422655	1	Y_RNA
ENSG00000252802	ENSG00000252802.1	26593940	26594041	1	Y_RNA
ENSG00000201827	ENSG00000201827.1	133551186	133551315	3	AC022296.1
ENSG00000275982	ENSG00000275982.1	19649494	19649587	17	Y_RNA
ENSG00000207193	ENSG00000207193.1	16232231	16232330	6	Y_RNA
ENSG00000252913	ENSG00000252913.1	48932755	48932854	4	RNU6-158P
ENSG00000199645	ENSG00000199645.1	74779309	74779413	5	RNU6-1330P
ENSG00000199357	ENSG00000199357.1	23456371	23456467	18	Y_RNA
ENSG00000223013	ENSG00000223013.1	75934936	75935039	11	RNA5SP344
ENSG00000285626	ENSG00000285626.1	11561661	11561779	2	AC011994.1
ENSG00000212571	ENSG00000212571.1	32050588	32050705	20	RNA5SP482
ENSG00000253053	ENSG00000253053.1	53816185	53816479	12	RN7SKP289
ENSG00000222934	ENSG00000222934.1	86362132	86362474	3	RN7SKP284
ENSG00000200536	ENSG00000200536.1	110272484	110272607	1	AL137790.1
ENSG00000221442	ENSG00000221442.1	147378017	147378121	7	MIR548F4
ENSG00000277138	ENSG00000277138.1	135206994	135207078	7	MIR6509
ENSG00000221287	ENSG00000221287.1	133427596	133427706	5	MIR1289-2
ENSG00000284517	ENSG00000284517.1	33287227	33287289	6	MIR6873
ENSG00000199075	ENSG00000199075.1	37969404	37969480	3	MIR26A1
ENSG00000283637	ENSG00000283637.1	212926257	212926336	2	MIR4776-2
ENSG00000266887	ENSG00000266887.1	48780295	48780353	22	MIR4535
ENSG00000264947	ENSG00000264947.1	50742305	50742377	16	MIR3181
ENSG00000208017	ENSG00000208017.3	69933081	69933180	16	MIR140
ENSG00000277483	ENSG00000277483.1	48379834	48380132	3	RN7SL321P
ENSG00000264346	ENSG00000264346.1	20126402	20126526	22	SNORA77B
ENSG00000202016	ENSG00000202016.1	222498291	222498398	2	RNU6-619P
ENSG00000199867	ENSG00000199867.1	62330812	62330913	18	Y_RNA
ENSG00000251813	ENSG00000251813.1	194488103	194488205	1	RNU6-983P
ENSG00000241939	ENSG00000241939.3	43314951	43315255	3	RN7SL517P
ENSG00000278708	ENSG00000278708.1	27201844	27202219	7	AC004080.16
ENSG00000199638	ENSG00000199638.1	68461407	68461525	10	RNA5SP319
ENSG00000201524	ENSG00000201524.1	59847438	59847544	17	RNU6-450P
ENSG00000252671	ENSG00000252671.1	10337277	10337386	5	Y_RNA
ENSG00000277968	ENSG00000277968.1	142317830	142317920	5	AC091825.2
ENSG00000206824	ENSG00000206824.1	50386145	50386246	17	Y_RNA
ENSG00000212418	ENSG00000212418.1	76703632	76703727	17	RNY4P36
ENSG00000212496	ENSG00000212496.1	50256238	50256344	12	RNU6-1093P
ENSG00000277599	ENSG00000277599.1	65423960	65424118	11	AP000944.2
ENSG00000276839	ENSG00000276839.1	182576772	182577040	1	Metazoa_SRP
ENSG00000274199	ENSG00000274199.1	63549489	63549608	1	AL109925.1
ENSG00000252462	ENSG00000252462.1	17431547	17431647	21	RNU6-113P
ENSG00000201245	ENSG00000201245.1	99783857	99783983	13	AL137139.1
ENSG00000252045	ENSG00000252045.1	32538299	32538434	21	AP000272.1
ENSG00000223203	ENSG00000223203.1	143449809	143449911	6	RNA5SP221
ENSG00000251706	ENSG00000251706.1	30483135	30483195	16	RNU7-61P
ENSG00000199368	ENSG00000199368.1	11392411	11392517	8	RNU6-1084P
ENSG00000202252	ENSG00000202252.1	123059335	123059422	11	SNORD14C
ENSG00000199444	ENSG00000199444.1	12088245	12088346	19	Y_RNA
ENSG00000199884	ENSG00000199884.1	152284350	152284460	2	Y_RNA
ENSG00000241552	ENSG00000241552.3	18547312	18547605	5	RN7SL58P
ENSG00000252073	ENSG00000252073.1	244954858	244954963	1	RNU6-947P
ENSG00000251711	ENSG00000251711.1	25819363	25819426	10	RNU6-632P
ENSG00000243125	ENSG00000243125.3	223248498	223248794	2	RN7SL807P
ENSG00000239545	ENSG00000239545.3	55215624	55215919	4	RN7SL822P
ENSG00000201900	ENSG00000201900.1	114727720	114727824	1	RNY1P13
ENSG00000206924	ENSG00000206924.1	75020761	75020867	14	RNU6-689P
ENSG00000206927	ENSG00000206927.1	18397937	18398036	16	Y_RNA
ENSG00000238730	ENSG00000238730.1	40535502	40535563	X	RNU7-164P
ENSG00000278752	ENSG00000278752.1	98076361	98076421	10	AL355301.1
ENSG00000244632	ENSG00000244632.3	62796124	62796419	3	RN7SL863P
ENSG00000207087	ENSG00000207087.1	43091388	43091494	2	RNU6-242P
ENSG00000252943	ENSG00000252943.1	19073843	19073946	9	RNU6-264P
ENSG00000199197	ENSG00000199197.1	1323794	1324085	18	RN7SKP72
ENSG00000223302	ENSG00000223302.1	110642678	110642785	10	Y_RNA
ENSG00000265745	ENSG00000265745.2	60034465	60034762	13	RN7SL375P
ENSG00000206925	ENSG00000206925.1	40342329	40342441	19	Y_RNA
ENSG00000207866	ENSG00000207866.1	147281943	147282030	X	MIR514A2
ENSG00000244326	ENSG00000244326.3	74317986	74318285	5	RN7SL814P
ENSG00000200718	ENSG00000200718.1	132523617	132523936	2	RN7SKP103
ENSG00000199203	ENSG00000199203.1	210265963	210266074	2	Y_RNA
ENSG00000207785	ENSG00000207785.1	50008431	50008514	X	MIR500A
ENSG00000207693	ENSG00000207693.1	137838419	137838516	9	MIR602
ENSG00000199453	ENSG00000199453.1	25191416	25191497	15	SNORD115-12
ENSG00000271798	ENSG00000271798.1	2655067	2655198	20	SNORA51
ENSG00000276642	ENSG00000276642.1	220825776	220825893	1	AL445423.2
ENSG00000222164	ENSG00000222164.1	18807993	18808279	7	RN7SKP266
ENSG00000207617	ENSG00000207617.4	95086014	95086094	9	MIR3074
ENSG00000240250	ENSG00000240250.3	134517810	134518092	5	RN7SL541P
ENSG00000276029	ENSG00000276029.1	41233755	41233835	9	MIR4477A
ENSG00000277418	ENSG00000277418.1	48316669	48316770	8	RNA5SP531
ENSG00000207264	ENSG00000207264.1	21321961	21322067	10	RNU6-15P
ENSG00000240014	ENSG00000240014.3	147808926	147809209	4	RN7SL254P
ENSG00000284200	ENSG00000284200.1	144079874	144079942	8	MIR6847
ENSG00000222427	ENSG00000222427.1	22688351	22688435	11	RNA5SP338
ENSG00000200252	ENSG00000200252.1	59408905	59409015	15	Y_RNA
ENSG00000202339	ENSG00000202339.1	22205192	22205332	21	RNU4-45P
ENSG00000273499	ENSG00000273499.1	108778144	108778271	12	AC087893.1
ENSG00000199043	ENSG00000199043.1	130496111	130496204	7	MIR335
ENSG00000201770	ENSG00000201770.1	31581089	31581192	20	RNU6-384P
ENSG00000276314	ENSG00000276314.1	24981994	24982068	15	SNORD107
ENSG00000206745	ENSG00000206745.1	41302466	41302572	6	RNU6-643P
ENSG00000207632	ENSG00000207632.1	126484631	126484713	6	MIR588
ENSG00000276103	ENSG00000276103.1	150608507	150608623	1	U4
ENSG00000273866	ENSG00000273866.1	37578669	37578922	22	Metazoa_SRP
ENSG00000200052	ENSG00000200052.1	165122713	165122823	3	Y_RNA
ENSG00000252906	ENSG00000252906.1	175968398	175968540	1	SCARNA3
ENSG00000267828	ENSG00000267828.1	75297990	75298091	7	Y_RNA
ENSG00000221400	ENSG00000221400.2	43417249	43417438	10	SNORD3J
ENSG00000252068	ENSG00000252068.1	157579497	157579599	5	RNU6-390P
ENSG00000200594	ENSG00000200594.1	154825176	154825279	6	RNU6-824P
ENSG00000264760	ENSG00000264760.1	154596012	154596072	5	MIR3141
ENSG00000252852	ENSG00000252852.1	117313528	117313661	8	AP002848.1
ENSG00000238423	ENSG00000238423.1	28720550	28720616	17	SNORD42B
ENSG00000207403	ENSG00000207403.1	121378797	121378898	6	Y_RNA
ENSG00000266243	ENSG00000266243.1	31936102	31936159	5	MIR4279
ENSG00000239553	ENSG00000239553.3	66712720	66713009	11	RN7SL12P
ENSG00000207554	ENSG00000207554.1	63942631	63942726	20	MIR647
ENSG00000272015	ENSG00000272015.1	38894785	38894867	21	SNORA62
ENSG00000200799	ENSG00000200799.1	108392073	108392177	6	RNU6-770P
ENSG00000242863	ENSG00000242863.3	97353497	97353815	15	RN7SL677P
ENSG00000252042	ENSG00000252042.1	75145670	75145762	17	Y_RNA
ENSG00000280646	ENSG00000280646.2	146586099	146586200	5	RNA5SP196
ENSG00000239128	ENSG00000239128.1	47250523	47250626	3	SNORD13P3
ENSG00000264279	ENSG00000264279.1	239943015	239943094	2	MIR4786
ENSG00000252641	ENSG00000252641.2	133664926	133665034	3	RNU6-678P
ENSG00000252580	ENSG00000252580.1	26796173	26796304	9	AL451137.1
ENSG00000201592	ENSG00000201592.1	20136306	20136385	X	AL732366.1
ENSG00000206785	ENSG00000206785.1	65760052	65760186	7	SNORA15B-2
ENSG00000212257	ENSG00000212257.1	65022968	65023074	1	RNU6-1176P
ENSG00000281159	ENSG00000281159.1	130929762	130929883	2	AC112786.1
ENSG00000199515	ENSG00000199515.1	41065554	41065646	22	Y_RNA
ENSG00000201071	ENSG00000201071.1	64111458	64111569	15	Y_RNA
ENSG00000239169	ENSG00000239169.1	25278343	25278409	15	SNORD109B
ENSG00000201201	ENSG00000201201.1	67321658	67321987	16	RN7SKP118
ENSG00000201675	ENSG00000201675.1	49489965	49490048	19	SNORD32A
ENSG00000278551	ENSG00000278551.1	67869947	67870053	9	RNU6-368P
ENSG00000212499	ENSG00000212499.1	12924679	12924785	10	RNA5SP300
ENSG00000275776	ENSG00000275776.1	32394365	32394613	15	RN7SL185P
ENSG00000199787	ENSG00000199787.1	30419625	30419759	16	SNORA80C
ENSG00000278048	ENSG00000278048.1	43251829	43252019	17	U2
ENSG00000277464	ENSG00000277464.1	32602121	32602411	15	RN7SL286P
ENSG00000200218	ENSG00000200218.1	68846805	68846911	10	RNU6-697P
ENSG00000199488	ENSG00000199488.1	170994870	170995033	3	RNU1-70P
ENSG00000200101	ENSG00000200101.1	59647621	59647723	2	RNU6-508P
ENSG00000277864	ENSG00000277864.1	82755945	82756071	15	SCARNA15
ENSG00000252437	ENSG00000252437.1	55146546	55146645	18	RNA5SP459
ENSG00000199756	ENSG00000199756.1	28881726	28881835	1	Y_RNA
ENSG00000222706	ENSG00000222706.1	114253513	114253754	5	RN7SKP89
ENSG00000238711	ENSG00000238711.1	151439000	151439095	1	RNY4P25
ENSG00000275823	ENSG00000275823.1	63549294	63549366	1	AL109925.2
ENSG00000238498	ENSG00000238498.1	42076058	42076161	22	SNORD13P1
ENSG00000200917	ENSG00000200917.1	105406997	105407092	4	RNU6-553P
ENSG00000244501	ENSG00000244501.3	170866835	170867144	5	RN7SL623P
ENSG00000253026	ENSG00000253026.1	53153795	53153898	6	RNU6-464P
ENSG00000263583	ENSG00000263583.1	27293910	27293996	17	MIR4522
ENSG00000283551	ENSG00000283551.1	68755172	68755238	10	SNORD98
ENSG00000212542	ENSG00000212542.1	31305404	31305512	22	RNA5SP496
ENSG00000206908	ENSG00000206908.1	53219261	53219424	6	RNU1-136P
ENSG00000202334	ENSG00000202334.1	114613787	114613906	7	RNA5SP238
ENSG00000241461	ENSG00000241461.3	49083233	49083532	3	RN7SL182P
ENSG00000201410	ENSG00000201410.1	86125216	86125287	3	AC107024.1
ENSG00000206800	ENSG00000206800.1	77623372	77623472	13	RNY3P7
ENSG00000201157	ENSG00000201157.1	18979619	18979772	8	SNORA62
ENSG00000212333	ENSG00000212333.1	114220681	114220786	6	RNA5SP213
ENSG00000243373	ENSG00000243373.3	158437797	158438088	6	RN7SL173P
ENSG00000278785	ENSG00000278785.1	84467901	84468147	15	Metazoa_SRP
ENSG00000222356	ENSG00000222356.1	111996635	111996739	9	RNU6-710P
ENSG00000223238	ENSG00000223238.1	111411644	111411742	9	RNA5SP294
ENSG00000252888	ENSG00000252888.1	76835377	76835502	10	AC013738.1
ENSG00000253070	ENSG00000253070.1	35231331	35231394	10	RNU6-794P
ENSG00000252072	ENSG00000252072.1	73706490	73706613	10	RNA5SP320
ENSG00000200753	ENSG00000200753.1	20377331	20377401	7	AC004130.1
ENSG00000251880	ENSG00000251880.1	37327135	37327196	5	RNU7-75P
ENSG00000200367	ENSG00000200367.1	100943451	100943524	14	SNORD113-8
ENSG00000201271	ENSG00000201271.1	72740706	72740869	X	RNU1-112P
ENSG00000269103	ENSG00000269103.2	49932795	49933078	20	Metazoa_SRP
ENSG00000212306	ENSG00000212306.1	100638363	100638457	15	Y_RNA
ENSG00000199204	ENSG00000199204.1	34001698	34001799	18	Y_RNA
ENSG00000206596	ENSG00000206596.1	34546714	34546877	14	RNU1-27P
ENSG00000212266	ENSG00000212266.1	117688621	117688742	1	AL390877.1
ENSG00000212443	ENSG00000212443.1	98599635	98599883	12	SNORA53
ENSG00000276003	ENSG00000276003.1	88723209	88723316	4	AC108065.1
ENSG00000274514	ENSG00000274514.1	12576961	12577237	3	Metazoa_SRP
ENSG00000241959	ENSG00000241959.3	151464650	151464938	7	RN7SL76P
ENSG00000201198	ENSG00000201198.1	57415296	57415403	12	RNU6-879P
ENSG00000265503	ENSG00000265503.1	12917268	12917342	17	MIR1269B
ENSG00000201315	ENSG00000201315.1	36685040	36685369	3	RN7SKP227
ENSG00000284538	ENSG00000284538.1	134169538	134169612	X	MIR92A2
ENSG00000200789	ENSG00000200789.1	84003332	84003479	10	RNU1-65P
ENSG00000274127	ENSG00000274127.1	146208665	146208819	7	AC073418.1
ENSG00000241248	ENSG00000241248.3	140085855	140086150	X	RN7SL727P
ENSG00000208012	ENSG00000208012.1	53557192	53557274	X	MIRLET7F2
ENSG00000274686	ENSG00000274686.1	77966173	77966440	10	Metazoa_SRP
ENSG00000201394	ENSG00000201394.1	133710076	133710167	3	RNA5SP140
ENSG00000212534	ENSG00000212534.1	202276431	202276518	2	SNORD70
ENSG00000201847	ENSG00000201847.1	107320895	107320963	13	SNORD31B
